Department,Year,Budget,Actual Expenditure,Personnel Costs,Operational Costs,Capital Expenditures,Overtime Costs,Travel and Training,Supplies and Materials,Maintenance Costs,Revenue Generated,Efficiency Metrics,Notes
Operations,2024,266085,266085,94310,70359,26244,3166,5940,29630,11025,49245,0.9322342915684523,Additional training expenses
IT,2023,322555,322555,22205,53420,29660,779,8048,24596,10327,9522,1.072525952171269,Additional training expenses
Operations,2022,440747,76015,73266,43379,41536,2134,11140,25553,13816,42721,0.9214783094786323,Increased maintenance
Marketing,2024,489372,424494,163414,74102,40475,18620,12049,8206,12126,39428,1.1994027219451104,High overtime costs
HR,2024,374888,374888,101863,64664,35084,18023,14608,16147,17370,14176,0.8549023951435416,High overtime costs
HR,2024,198843,166751,172272,80960,29802,8611,18361,20164,14792,86969,0.9711917559853691,-
Marketing,2024,347197,347197,158260,85475,47267,14583,9666,22025,13192,84141,0.5492614590880097,Additional training expenses
HR,2024,298966,231353,146233,69469,25614,4955,9322,9839,19772,19126,1.0692387208809686,-
Marketing,2024,495292,480362,22808,44396,10033,8398,13223,11169,17973,1096,0.9368721166115594,High overtime costs
HR,2023,188117,98231,33851,23176,9386,19774,14166,12655,17537,90111,0.8928699628146446,-
Operations,2023,369767,210104,150982,75036,17150,7249,18134,19770,9505,29840,0.9961660976834237,Increased maintenance
IT,2023,79714,79714,166130,17907,13157,12062,1,18892,11881,54155,0.8923568332748321,Increased maintenance
IT,2023,215458,104306,34620,13372,35408,3796,9336,5061,14601,46743,1.03651599060719,Increased maintenance
Operations,2022,421427,269248,82995,37572,12675,18918,8340,22607,17059,18487,0.9084609154307353,Additional training expenses
Operations,2023,320706,171139,56681,34592,31228,18564,10545,5492,18395,70265,0.864037682970177,Increased maintenance
Marketing,2024,367192,68318,84509,23102,23251,15312,2043,28206,17777,80765,0.594513639305181,-
Marketing,2023,405439,194318,87703,35642,28349,13207,1702,27995,19574,85582,0.8302815349492756,Increased maintenance
Marketing,2023,62026,62026,62136,13139,20826,1446,5947,22523,16162,49277,0.8767642632150338,Additional training expenses
HR,2024,156147,156147,113699,87179,14124,951,11121,26874,15779,64086,0.937201658907846,Increased maintenance
Marketing,2023,81589,81589,108456,28643,11588,1717,12762,11794,11523,31185,0.8191245143354348,Increased maintenance
Operations,2023,158199,158199,103086,70117,35943,5913,1387,22639,5798,47893,0.6026504088020432,Additional training expenses
IT,2023,409418,65169,187415,38780,33034,11390,13382,7495,14134,22381,0.6052538346643046,Additional training expenses
HR,2022,338988,75968,137529,92203,27151,15477,15113,24669,8462,48555,1.004691424667321,Increased maintenance
Marketing,2023,466663,449601,38254,70332,37400,17980,16075,23639,12495,54826,0.9630130742128375,High overtime costs
HR,2024,402559,254830,81273,40632,18536,6594,10188,14193,18791,69710,0.6816495250441472,Increased maintenance
HR,2024,258574,258574,137574,48493,7700,11925,15130,6125,19282,11764,0.8121003162042622,-
Marketing,2023,264340,165391,134847,58352,31074,19600,16325,25265,6327,58132,0.7148703777552525,Additional training expenses
HR,2023,104708,104708,125547,39408,13809,9098,13850,25489,12449,21882,0.6267159996287051,Increased maintenance
IT,2023,120825,120825,32926,99838,20115,11942,4462,16736,13886,39175,0.7283145047738224,High overtime costs
Operations,2024,101574,101574,109527,97157,24071,14012,2036,6146,16608,35120,0.6838823472683558,Increased maintenance
Operations,2024,397692,112497,127387,88755,43100,12250,6119,22170,17422,6883,0.5576993340531382,-
IT,2022,462028,55362,47563,35939,28190,15408,16921,19802,18779,69756,0.8531406008706288,Additional training expenses
HR,2022,282409,282409,181760,56880,26440,10346,8982,21642,19696,28293,0.8156188371000609,-
Marketing,2022,236381,189322,185202,46843,31080,14428,6863,19221,19904,24656,1.0002258310198793,High overtime costs
HR,2024,114230,114230,20925,88314,49927,5755,18332,8849,5185,42604,0.9342139680166502,-
IT,2022,484844,86368,71595,48930,37947,13116,13989,27814,13669,65710,0.7403647221814479,-
HR,2023,304451,94109,150249,39870,12996,6283,5178,27558,12031,41307,0.8474129407383674,Additional training expenses
Operations,2023,352725,238717,36321,97657,48545,16268,12947,18999,17288,10104,0.8752581792371366,-
HR,2024,297174,77426,161841,68144,19862,1337,11441,9616,16089,25966,1.1422840253456108,High overtime costs
IT,2022,489844,429776,187820,68103,43232,10687,19232,29564,16207,50710,1.1871860395867038,High overtime costs
Operations,2023,269700,162637,191100,50770,28104,19358,18727,5715,11684,17822,1.0708799610465873,Additional training expenses
HR,2024,337249,89023,36151,40158,22305,6826,16545,6643,17007,2925,0.8934731864909728,High overtime costs
HR,2022,391974,391974,96133,98992,40860,5667,12104,5123,14877,72522,1.1496747898439428,High overtime costs
Operations,2023,381301,205964,54187,57401,10527,12929,13347,23157,14183,96829,0.6246789029289975,High overtime costs
Marketing,2022,475658,421355,63835,22992,49559,16214,2634,7177,12591,4819,0.9875472557488034,High overtime costs
Operations,2024,399379,144897,20059,35390,18727,8764,5101,28273,7749,5371,0.8223274015003872,High overtime costs
Marketing,2022,296514,197079,47235,55858,34967,8013,17893,22887,17557,70239,0.6013242462700863,High overtime costs
IT,2024,314491,129777,114208,26756,28849,3044,18703,19043,7945,11984,0.5526469910176011,High overtime costs
IT,2022,276094,94858,87114,31971,7719,5018,8671,20109,11562,88632,0.8365192859387254,Increased maintenance
Operations,2023,359794,359794,196438,17071,17924,18617,13244,10661,8398,88297,0.6672784427761931,High overtime costs
Operations,2024,198182,198182,149191,56517,14215,7467,12446,28478,13386,82277,0.6753543811388619,Additional training expenses
IT,2024,243242,243242,132831,94811,29588,19630,3999,7124,13060,85317,0.7241518211370075,Increased maintenance
Marketing,2024,448139,395242,141889,16586,30290,10006,10028,8254,15494,9280,1.0028549532400064,High overtime costs
IT,2022,232873,70239,101583,29703,25009,4041,16376,7413,5078,292,0.614862721087858,High overtime costs
Operations,2022,174926,174926,52160,86177,36912,1889,19733,25771,17138,70979,1.0022891199604171,Additional training expenses
IT,2023,131147,131147,119011,46735,6144,10091,11406,11089,6121,9182,1.047896948924247,High overtime costs
Operations,2024,360279,91291,25277,76358,42302,13515,4211,10833,8221,44362,0.9161360674423302,Increased maintenance
Operations,2024,69199,69199,152852,49648,19635,19039,16775,20748,13977,2576,0.6732902700333441,Increased maintenance
IT,2022,452282,148831,197651,22129,38488,10521,11606,21540,7861,819,0.5360727697639374,Additional training expenses
Marketing,2022,413727,199515,137101,91079,6006,3718,11636,14315,13638,44450,0.785561578119965,High overtime costs
HR,2023,233208,59290,80750,46656,16490,9248,7951,26387,9218,86145,1.0932116546293074,Additional training expenses
IT,2023,404434,404434,76902,39665,32044,18513,19157,10753,10729,63399,0.5713091869669159,High overtime costs
HR,2022,479791,395778,136849,23499,12099,9698,18800,22301,7723,52772,1.021381539867186,Increased maintenance
IT,2024,270868,270868,117052,85888,28500,14483,1238,19138,14773,24313,0.8275228655903493,High overtime costs
HR,2023,170787,170787,147894,29654,5537,1630,740,11253,5358,72248,1.1291831521764424,High overtime costs
Marketing,2022,489949,135186,183233,85653,16016,17375,12324,6702,7286,14857,0.7493386690953059,Increased maintenance
Marketing,2022,164427,164427,195571,96613,40453,15283,11035,6665,6765,27083,0.9933241825849493,Increased maintenance
IT,2024,198063,55149,182958,79529,6980,4590,9727,26773,5804,86608,1.0180835635176697,Increased maintenance
Operations,2022,203625,203625,159872,28982,10906,6866,368,17425,19067,27565,0.6391191990833409,High overtime costs
HR,2022,270782,270782,69460,91848,38307,9222,10463,28547,10649,5751,0.6107028480199856,Additional training expenses
Operations,2023,137493,137493,149424,89874,28430,4921,4909,10807,7730,29285,0.5649118030450184,Increased maintenance
Operations,2022,443850,63621,90975,40173,49844,18865,5219,23495,10991,71150,0.9911076403293673,High overtime costs
Operations,2022,324915,324915,153436,47525,33629,13345,9290,25098,17956,37402,0.8837053182761265,Additional training expenses
Marketing,2023,175607,175607,36568,37328,32775,8754,7604,11983,19539,86276,0.5607031407805007,-
IT,2024,296834,296834,189164,21360,45029,6249,15038,26494,12825,85564,0.7158339056301984,-
IT,2024,461514,461514,82679,32625,35398,793,9583,16216,17254,3207,0.5996424935675254,High overtime costs
Marketing,2023,129876,129876,85781,54894,46988,13993,6206,17227,5142,2656,0.5648767161604571,High overtime costs
Marketing,2023,217071,217071,28430,26471,5051,986,18031,7397,15426,17634,0.7091398152229641,Increased maintenance
IT,2024,252959,169374,58692,49883,29818,3595,10223,10454,16751,42772,0.5674072084113904,High overtime costs
Operations,2024,371792,371792,50086,12703,6686,15527,16293,22939,15361,26418,0.6821302008948636,Additional training expenses
HR,2024,293722,293722,69671,86687,24205,17238,19208,21185,16613,79694,0.8869034165664487,High overtime costs
HR,2024,387927,357655,164973,61570,27947,14413,19512,16101,14315,80632,0.8926329447154961,Additional training expenses
HR,2024,94440,94440,23907,79683,13096,17953,9464,21265,5283,92417,0.6176016106043662,Additional training expenses
Operations,2023,81655,81655,48604,75524,47800,2256,1979,9502,12092,95645,0.6337094634690842,Increased maintenance
IT,2022,93039,93039,57869,44515,13616,12101,6612,5343,19862,84793,1.098480097592081,Additional training expenses
Marketing,2024,367399,272682,165609,83768,48087,13722,6022,17939,5383,32720,0.6168544291088529,High overtime costs
IT,2024,122219,122219,163573,25151,13545,10414,6081,6544,6578,37907,0.5320190267376083,Additional training expenses
Operations,2022,236061,236061,139261,85866,41458,4176,9768,20950,17064,72103,0.6713745951170311,-
Marketing,2022,323388,263614,188443,59190,13484,7961,7832,8996,7945,3460,0.9034984813027878,Additional training expenses
Operations,2022,144594,144594,134639,86812,5716,15416,17639,21019,17474,92504,0.5050571252861695,High overtime costs
HR,2022,370739,356489,131690,66195,28667,5254,299,28232,5623,60041,1.1894909485949643,Increased maintenance
HR,2022,220623,143430,187893,74108,34200,8429,19426,29614,5544,35282,0.6612727273650335,High overtime costs
Operations,2022,244302,164921,145592,28535,9575,13783,14496,9382,12586,37052,0.6666822698771269,High overtime costs
Marketing,2023,416042,141729,26073,53050,25956,12917,14229,13046,5913,30312,1.0170322497948066,High overtime costs
Marketing,2022,340515,101843,38101,42976,15670,1732,17664,9986,15329,93551,0.6737253607703428,-
IT,2022,209950,191294,182498,10599,20637,15475,13028,17949,7543,5504,0.7773059630201962,Increased maintenance
HR,2023,217229,217229,114877,67948,21346,11253,4589,24807,16924,87982,0.8807430820530653,-
IT,2022,55914,55914,27313,69867,31940,814,8133,14220,18247,85089,0.5153107302977494,Additional training expenses
IT,2024,264772,264772,181845,13709,38405,7035,6632,5235,17187,17048,1.0861048383062486,Additional training expenses
Operations,2024,339324,339324,179075,34110,45747,1186,15459,12993,6747,87257,0.8584355449357198,-
Operations,2022,446904,90878,79668,59365,14491,18609,19168,19836,7163,64783,0.7190432852852192,Increased maintenance
IT,2023,392363,250741,111956,15723,17631,9176,7398,10224,14235,29100,0.7798506395373086,Additional training expenses
HR,2024,390760,219421,135087,65704,26934,16903,12377,22614,15371,80447,0.5390773055733725,Increased maintenance
Operations,2023,277561,277561,139451,37394,32182,10738,9303,5238,14507,2632,1.0025867722723463,-
IT,2024,453132,453132,112675,74120,13903,5041,9287,26308,19325,48699,0.8776530792399623,Additional training expenses
IT,2022,237435,140352,111634,20316,32186,17838,13867,5051,6377,68601,1.139794008924771,-
IT,2023,145213,145213,193366,32622,16725,7759,2300,14572,16500,46046,0.8249307879509878,Additional training expenses
IT,2023,470576,470576,164654,34844,17070,9250,15265,6056,10708,27694,1.0798810721858456,High overtime costs
IT,2023,87805,68383,129119,61560,41109,19790,3991,29597,13414,17343,0.6318299810100965,Increased maintenance
IT,2024,456669,185973,164832,69921,21068,946,16897,13498,9531,90269,0.5395565557434161,-
Operations,2024,176599,176599,91791,31162,10550,4030,4231,17298,18949,15406,1.16390808663511,High overtime costs
HR,2024,203775,64633,102158,38833,23167,8327,10868,18950,17614,34775,0.6798706610173221,-
IT,2022,240093,112244,187055,27206,30443,17176,6552,28993,18520,62240,1.0835086074295428,-
Marketing,2024,124176,124176,191381,61747,19688,1136,8312,23993,7153,33489,0.6801336040974431,Increased maintenance
Operations,2022,144799,144799,49715,85827,43351,554,9693,17485,7699,73236,0.609089186582903,-
Operations,2023,148385,148385,187487,87195,34548,13233,19231,8600,8320,89438,1.012771626257879,Increased maintenance
IT,2023,285654,285654,108260,65387,17113,3403,1117,23349,5566,80190,1.0448842910630325,-
Operations,2022,138919,138919,154724,35226,27289,18638,11183,18355,7042,34022,1.0905289149132793,Additional training expenses
IT,2024,450626,395741,46297,16500,23160,17750,9815,18496,13821,67881,1.1054080778509838,High overtime costs
HR,2022,131462,131462,165100,11634,38849,948,7861,11532,7735,98408,0.8381918359657444,Additional training expenses
HR,2023,229340,225778,164875,24059,24309,8295,2238,17838,10473,34429,0.7801518240487081,Increased maintenance
Operations,2023,215320,215320,26307,80350,41852,7207,6600,8578,15709,13170,1.0256782764379966,Increased maintenance
Operations,2022,81159,65115,182397,14076,45396,9238,14031,10561,5724,70954,0.8985704182754253,High overtime costs
Marketing,2024,92039,92039,78616,48210,11195,7419,2433,7543,17552,17475,1.1756989035686545,Increased maintenance
Operations,2024,282974,282974,182646,35931,6011,5956,7166,21888,12819,27296,0.7630852079234673,Additional training expenses
Marketing,2022,97800,89979,139828,42007,29286,14625,4373,29712,9048,22123,0.5300128715999186,High overtime costs
HR,2022,352905,221713,166004,32744,38581,7322,8146,26468,18775,6960,0.9125132009078216,Increased maintenance
HR,2024,144626,119377,166821,40396,17138,2614,1471,14494,11980,48723,0.7474287192993967,Increased maintenance
IT,2023,168368,168368,28727,98619,31719,15465,9018,25398,7898,58408,0.7398715715162929,Increased maintenance
HR,2022,224735,56416,37332,59954,38040,11523,17812,11307,6464,97479,0.8951633548086773,Increased maintenance
Marketing,2024,130903,130903,161906,76038,25028,3271,15029,8614,14499,34339,1.1452469041050612,-
Operations,2024,483628,440929,171397,22756,21192,9029,4306,18139,19869,35783,0.6868707963827952,-
IT,2023,168998,168998,160285,89798,23100,5678,13177,10142,15146,72542,0.765715362169231,-
Marketing,2023,291324,291324,133741,20605,11276,17265,3781,27455,19704,19830,1.1238747551663317,Increased maintenance
Operations,2023,478583,478583,152475,32416,32551,19572,18701,9806,17986,83349,1.1266533949945219,-
IT,2023,449029,226128,76971,66558,11828,15221,6688,21890,19030,81129,0.6642123488555398,Increased maintenance
HR,2023,372038,372038,93042,47487,38124,15571,17390,16833,10614,79355,0.9944314110534143,Additional training expenses
Marketing,2022,283229,283229,115195,12870,18654,10394,1637,25387,12089,16625,0.7908926602511396,Increased maintenance
